Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2016,AZ,Arizona,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,"2,051",13.52,12.52,14.52,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,04,BO1,CAT1,DIFFWALK,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,"8,516",86.48,85.48,87.48,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC19,04,BO1,CAT1,DIFFWALK,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,723,14.78,13.29,16.27,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC21,04,BO1,CAT1,EDUCA,RESP021,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,"2,520",25.43,24.02,26.84,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC21,04,BO1,CAT1,EDUCA,RESP022,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,"3,348",35.27,33.72,36.82,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC21,04,BO1,CAT1,EDUCA,RESP023,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,"4,320",24.51,23.37,25.65,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC21,04,BO1,CAT1,EDUCA,RESP024,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,198,3.02,2.43,3.61,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP027,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,232,2.82,2.21,3.43,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP028,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,Student,Overall,Overall,212,6.63,5.55,7.71,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP030,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,"4,614",20.66,19.76,21.56,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP031,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,782,7.1,6.34,7.86,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP032,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,"3,380",44.84,43.21,46.47,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP137,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,692,7.66,6.76,8.56,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP141,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,753,7.28,6.44,8.12,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC22,04,BO1,CAT1,EMPLOY1,RESP172,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Income,What is your annual household income?,"Less than $15,000",Overall,Overall,927,11.17,9.99,12.35,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC33,04,BO1,CAT1,INCOME,RESP016,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Income,What is your annual household income?,"$15,000 - 24,999",Overall,Overall,"1,493",19.41,17.84,20.98,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC33,04,BO1,CAT1,INCOME,RESP017,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,977,11.62,10.39,12.85,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC33,04,BO1,CAT1,INCOME,RESP018,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Income,What is your annual household income?,"$35,000 -  49,999",Overall,Overall,"1,416",14.17,12.99,15.35,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC33,04,BO1,CAT1,INCOME,RESP019,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Income,What is your annual household income?,"$50,000+",Overall,Overall,"4,091",43.64,41.92,45.36,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC33,04,BO1,CAT1,INCOME,RESP020,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,"8,754",84.05,82.85,85.25,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC34,04,BO1,CAT1,INTERNET,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,"2,071",15.95,14.75,17.15,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC34,04,BO1,CAT1,INTERNET,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,"5,637",49.93,48.32,51.54,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC38,04,BO1,CAT1,MARITAL,RESP033,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,"1,623",11.69,10.75,12.63,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC38,04,BO1,CAT1,MARITAL,RESP034,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,"1,710",6.91,6.38,7.44,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC38,04,BO1,CAT1,MARITAL,RESP035,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,181,2.51,1.9,3.12,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC38,04,BO1,CAT1,MARITAL,RESP036,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,"1,398",23.54,21.95,25.13,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC38,04,BO1,CAT1,MARITAL,RESP037,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,310,5.4,4.48,6.32,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC38,04,BO1,CAT1,MARITAL,RESP038,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,107,1.65,1.18,2.12,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC39,04,BO1,CAT1,_CHLDCNT,RESP090,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,169,2.97,2.28,3.66,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC39,04,BO1,CAT1,_CHLDCNT,RESP091,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,334,5.91,5.01,6.81,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC39,04,BO1,CAT1,_CHLDCNT,RESP092,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,804,13.75,12.5,15,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC39,04,BO1,CAT1,_CHLDCNT,RESP093,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,871,14.04,12.77,15.31,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC39,04,BO1,CAT1,_CHLDCNT,RESP094,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,"8,608",61.68,60.01,63.35,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC39,04,BO1,CAT1,_CHLDCNT,RESP095,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,"1,314",26.72,25.01,28.43,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP007,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,"White, non-Hispanic",Overall,Overall,"8,467",60.34,58.63,62.05,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP194,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,"Black, non-Hispanic",Overall,Overall,249,4.24,3.5,4.98,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP195,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,"American Indian or Alaskan native, non-Hispanic",Overall,Overall,508,3.73,3.2,4.26,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP196,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,"Asian, non-Hispanic",Overall,Overall,130,3.13,2.44,3.82,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP197,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,"Native Hawaiian or other Pacific Islander, non-Hispanic",Overall,Overall,23,,,,1,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP198,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,"Other race, non-Hispanic",Overall,Overall,121,0.76,0.54,0.98,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP199,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Race,What is your race/ethnicity?,"Multiracial, non-Hispanic",Overall,Overall,140,0.83,0.59,1.07,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC48,04,BO1,CAT1,RACE8,RESP200,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,"8,331",64.75,63.12,66.38,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC49,04,BO1,CAT1,RENTHOM1,RESP003,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,"2,115",29.02,27.45,30.59,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC49,04,BO1,CAT1,RENTHOM1,RESP004,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,432,6.24,5.34,7.14,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC49,04,BO1,CAT1,RENTHOM1,RESP009,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Sex,Gender of respondent,Male,Overall,Overall,"4,569",49.25,47.62,50.88,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC51,04,BO1,CAT1,SEX,RESP001,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Sex,Gender of respondent,Female,Overall,Overall,"6,383",50.75,49.12,52.38,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC51,04,BO1,CAT1,SEX,RESP002,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,"1,854",12.95,12.01,13.89,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC61,04,BO1,CAT1,VETERAN3,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,"9,068",87.05,86.11,87.99,1,%,Crude Prevalence,,,BRFSS,CLASS05,TOPIC61,04,BO1,CAT1,VETERAN3,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,"1,031",13.59,12.36,14.82,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC28,04,BO1,CAT1,MEDCOST,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"9,892",86.41,85.18,87.64,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC28,04,BO1,CAT1,MEDCOST,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"10,264",87.52,86.15,88.89,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC29,04,BO1,CAT1,HLTHPLN1,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,641,12.48,11.11,13.85,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC29,04,BO1,CAT1,HLTHPLN1,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,"8,186",67.36,65.75,68.97,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC36,04,BO1,CAT1,CHECKUP1,RESP063,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,"1,224",13.99,12.77,15.21,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC36,04,BO1,CAT1,CHECKUP1,RESP064,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,643,9.09,8.05,10.13,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC36,04,BO1,CAT1,CHECKUP1,RESP065,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,661,8.25,7.27,9.23,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC36,04,BO1,CAT1,CHECKUP1,RESP066,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,79,1.3,0.83,1.77,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC36,04,BO1,CAT1,CHECKUP1,RESP067,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"8,514",67.48,65.85,69.11,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC43,04,BO1,CAT1,PERSDOC2,RESP050,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,727,5.85,5.11,6.59,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC43,04,BO1,CAT1,PERSDOC2,RESP053,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,661",26.67,25.06,28.28,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC43,04,BO1,CAT1,PERSDOC2,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,101",84.53,82.81,86.25,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC59,04,BO1,CAT1,_HCVU651,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,547,15.47,13.75,17.19,1,%,Crude Prevalence,,,BRFSS,CLASS07,TOPIC59,04,BO1,CAT1,_HCVU651,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"8,783",81.44,80.17,82.71,1,%,Crude Prevalence,,,BRFSS,CLASS08,TOPIC24,04,BO1,CAT1,_RFHLTH,RESP061,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"2,145",18.56,17.29,19.83,1,%,Crude Prevalence,,,BRFSS,CLASS08,TOPIC24,04,BO1,CAT1,_RFHLTH,RESP062,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,860",19.52,18.19,20.85,1,%,Crude Prevalence,,,BRFSS,CLASS08,TOPIC41,04,BO1,CAT1,GENHLTH,RESP056,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"3,600",31.84,30.35,33.33,1,%,Crude Prevalence,,,BRFSS,CLASS08,TOPIC41,04,BO1,CAT1,GENHLTH,RESP057,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"3,323",30.08,28.61,31.55,1,%,Crude Prevalence,,,BRFSS,CLASS08,TOPIC41,04,BO1,CAT1,GENHLTH,RESP058,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,460",13.31,12.17,14.45,1,%,Crude Prevalence,,,BRFSS,CLASS08,TOPIC41,04,BO1,CAT1,GENHLTH,RESP059,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,685,5.25,4.52,5.98,1,%,Crude Prevalence,,,BRFSS,CLASS08,TOPIC41,04,BO1,CAT1,GENHLTH,RESP060,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,Overall,Overall,"2,596",35.59,33.9,37.28,1,%,Crude Prevalence,,,BRFSS,CLASS09,TOPIC32,04,BO1,CAT1,HIVTST6,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,Overall,Overall,"7,158",64.41,62.72,66.1,1,%,Crude Prevalence,,,BRFSS,CLASS09,TOPIC32,04,BO1,CAT1,HIVTST6,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,651",53.38,51.38,55.38,1,%,Crude Prevalence,,,BRFSS,CLASS11,TOPIC26,04,BO1,CAT1,_FLSHOT6,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,"2,191",46.62,44.62,48.62,1,%,Crude Prevalence,,,BRFSS,CLASS11,TOPIC26,04,BO1,CAT1,_FLSHOT6,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,551",73.43,71.59,75.27,1,%,Crude Prevalence,,,BRFSS,CLASS11,TOPIC46,04,BO1,CAT1,_PNEUMO2,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,166",26.57,24.73,28.41,1,%,Crude Prevalence,,,BRFSS,CLASS11,TOPIC46,04,BO1,CAT1,_PNEUMO2,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,Overall,Overall,97,2.47,1.73,3.21,1,%,Crude Prevalence,,,BRFSS,CLASS12,TOPIC20,04,BO1,CAT1,_DRNKDRV,RESP201,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,Overall,Overall,"5,186",97.53,96.79,98.27,1,%,Crude Prevalence,,,BRFSS,CLASS12,TOPIC20,04,BO1,CAT1,_DRNKDRV,RESP202,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Injury,Seatbelt Use,Always or nearly always wears a seat belt?,Yes,Overall,Overall,"9,848",95.12,94.41,95.83,1,%,Crude Prevalence,,,BRFSS,CLASS12,TOPIC50,04,BO1,CAT1,_RFSEAT2,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Injury,Seatbelt Use,Always or nearly always wears a seat belt?,No,Overall,Overall,481,4.88,4.17,5.59,1,%,Crude Prevalence,,,BRFSS,CLASS12,TOPIC50,04,BO1,CAT1,_RFSEAT2,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,547,12.99,11.52,14.46,1,%,Crude Prevalence,,,BRFSS,CLASS13,TOPIC04,04,BO1,CAT1,_ALTETH2,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"4,313",87.01,85.54,88.48,1,%,Crude Prevalence,,,BRFSS,CLASS13,TOPIC04,04,BO1,CAT1,_ALTETH2,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"7,400",61.26,59.61,62.91,1,%,Crude Prevalence,,,BRFSS,CLASS13,TOPIC16,04,BO1,CAT1,_DENVST2,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,Overall,Overall,"3,451",38.74,37.09,40.39,1,%,Crude Prevalence,,,BRFSS,CLASS13,TOPIC16,04,BO1,CAT1,_DENVST2,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,565",42.7,41.11,44.29,1,%,Crude Prevalence,,,BRFSS,CLASS13,TOPIC57,04,BO1,CAT1,_EXTETH2,RESP046,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"5,062",57.3,55.71,58.89,1,%,Crude Prevalence,,,BRFSS,CLASS13,TOPIC57,04,BO1,CAT1,_EXTETH2,RESP054,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (bmi 30.0 - 99.8),Overall,Overall,"2,731",29.01,27.48,30.54,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,04,BO1,CAT1,_BMI5CAT,RESP039,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (bmi 25.0-29.9),Overall,Overall,"3,626",34.24,32.67,35.81,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,04,BO1,CAT1,_BMI5CAT,RESP040,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (bmi 18.5-24.9),Overall,Overall,"3,455",34.61,32.96,36.26,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,04,BO1,CAT1,_BMI5CAT,RESP041,"(34.865970280000454, -111.76381127699972)"
2016,AZ,Arizona,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (bmi 12.0-18.4),Overall,Overall,221,2.15,1.68,2.62,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,04,BO1,CAT1,_BMI5CAT,RESP042,"(34.865970280000454, -111.76381127699972)"
