GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40
0400000US33,33,New Hampshire,1316467,851,411852,8756,31.3,0.7,(X),(X),204786,9493,15.6,0.7,(X),(X),67542,4285,5.1,0.3,(X),(X),131901,7507,10.0,0.6,(X),(X),5343,1496,0.4,0.1,146792,9697,96772,7319,65.9,2.9,1143170,9751,311548,6880,27.3,0.6,495894,7568,41075,2632,8.3,0.5,475921,7495,24759,2481,5.2,0.5,19973,1627,16316,1593,81.7,3.9,78891,2232,26842,2283,34.0,2.6,180519,1876,51150,3622,28.3,2.0,125848,1962,15799,2578,12.6,2.0,156640,2021,24662,2965,15.7,1.9,149987,2308,21143,2532,14.1,1.6,201630,1654,25484,2513,12.6,1.3,204994,1369,35264,2750,17.2,1.3,133574,1319,127586,1546,95.5,0.7,84384,1113,83922,1067,99.5,0.4,259410,1169,1287,571,0.5,0.2,839099,1585,35981,3394,4.3,0.4,217958,1193,211310,1677,96.9,0.5,259410,1169,76820,4149,29.6,1.6,839099,1585,87465,5536,10.4,0.7,217958,1193,16941,2122,7.8,1.0,259410,1169,609,428,0.2,0.2,839099,1585,15429,2165,1.8,0.3,217958,1193,23375,1933,10.7,0.9
0400000US34,34,New Jersey,8837578,1301,2747239,25665,31.1,0.3,(X),(X),1569154,25918,17.8,0.3,(X),(X),425960,9352,4.8,0.1,(X),(X),1137375,24600,12.9,0.3,(X),(X),5819,1415,0.1,0.1,1369873,32093,879904,25655,64.2,1.1,7392349,32735,1853906,22345,25.1,0.3,3143591,23074,284797,9374,9.1,0.3,2995494,21797,167201,8104,5.6,0.3,148097,4891,117596,4703,79.4,1.6,631190,5718,232306,8087,36.8,1.2,1348758,5553,408865,11905,30.3,0.9,776375,2602,127080,6069,16.4,0.8,1140455,3150,172941,8170,15.2,0.7,1136982,3299,151716,6664,13.3,0.6,1283896,2694,174371,7228,13.6,0.6,1187408,1733,211881,8144,17.8,0.7,772026,2284,716926,3892,92.9,0.4,560488,2448,551153,2937,98.3,0.3,1979948,1086,9402,2132,0.5,0.1,5525116,2539,173110,7773,3.1,0.1,1332514,1886,1267572,3896,95.1,0.3,1979948,1086,634504,14337,32.0,0.7,5525116,2539,716597,15666,13.0,0.3,1332514,1886,164862,6100,12.4,0.5,1979948,1086,1071,1483,0.1,0.1,5525116,2539,28905,2866,0.5,0.1,1332514,1886,63688,3135,4.8,0.2
0400000US35,35,New Mexico,2046001,1490,985495,17423,48.2,0.9,(X),(X),654710,17400,32.0,0.9,(X),(X),120088,5001,5.9,0.2,(X),(X),528315,14919,25.8,0.7,(X),(X),6307,1337,0.3,0.1,594068,17415,437462,15361,73.6,1.5,1437969,17529,542609,14594,37.7,0.9,609722,10232,112510,6725,18.5,1.1,583848,9683,91166,6657,15.6,1.1,25874,2688,21344,2206,82.5,4.1,151804,3228,97060,4245,63.9,2.5,336794,3525,185139,6732,55.0,1.8,194257,3604,70474,4413,36.3,2.3,266578,4271,92119,5867,34.6,1.9,242421,3474,73273,4431,30.2,1.8,246633,3101,66407,3265,26.9,1.3,270859,1611,77792,4454,28.7,1.7,201107,1800,190513,2224,94.7,0.9,135548,1657,132718,1702,97.9,0.7,488598,1379,2782,997,0.6,0.2,1220748,2447,58156,4759,4.8,0.4,336655,1592,322582,2361,95.8,0.6,488598,1379,281016,8095,57.5,1.7,1220748,2447,331333,11773,27.1,1.0,336655,1592,52423,3061,15.6,0.9,488598,1379,1158,634,0.2,0.1,1220748,2447,26944,3130,2.2,0.3,336655,1592,33522,2561,10.0,0.8
0400000US36,36,New York,19505596,2238,7653948,46987,39.2,0.2,(X),(X),4663593,45405,23.9,0.2,(X),(X),868421,13289,4.5,0.1,(X),(X),3767790,42168,19.3,0.2,(X),(X),27382,3055,0.1,0.1,4035452,46836,2982535,42994,73.9,0.5,15179746,47351,4605689,43342,30.3,0.3,6682909,29630,901953,19177,13.5,0.3,6399529,29130,687793,18430,10.7,0.3,283380,6645,214160,6170,75.6,1.3,1384787,7741,633462,12500,45.7,0.8,2785999,8184,1134003,16888,40.7,0.6,1885093,4488,511702,11940,27.1,0.6,2846702,5101,712765,14481,25.0,0.5,2436525,3631,568619,12068,23.3,0.5,2684935,4017,610753,10921,22.7,0.4,2546006,3290,678992,12175,26.7,0.5,1692036,3172,1577327,5964,93.2,0.3,1243513,3181,1226325,3750,98.6,0.2,4170786,2500,25928,3724,0.6,0.1,12399261,4532,445180,11177,3.6,0.1,2935549,3347,2801204,6528,95.4,0.2,4170786,2500,1753995,23549,42.1,0.6,12399261,4532,2799956,31683,22.6,0.3,2935549,3347,574395,10545,19.6,0.4,4170786,2500,2857,1474,0.1,0.1,12399261,4532,110176,4815,0.9,0.1,2935549,3347,168054,5786,5.7,0.2
0400000US37,37,North Carolina,9957830,4137,3459343,28599,34.7,0.3,(X),(X),1927184,29502,19.4,0.3,(X),(X),523144,12056,5.3,0.1,(X),(X),1363915,23923,13.7,0.2,(X),(X),40125,4278,0.4,0.1,2306586,34188,1341808,25517,58.2,0.8,7524144,34287,2087429,19389,27.7,0.3,3272609,20932,262671,8424,8.0,0.2,3161725,18333,168912,6463,5.3,0.2,110884,5474,93759,4908,84.6,2.0,708867,6714,346068,9058,48.8,1.1,1583616,7324,652281,14446,41.2,0.9,932292,6717,154720,7715,16.6,0.8,1273887,8814,185488,7050,14.6,0.5,1274866,9216,167835,7915,13.2,0.6,1370631,7199,189755,6392,13.8,0.5,1287018,3819,273902,6926,21.3,0.5,932970,3623,900552,4961,96.5,0.3,593683,3967,588742,4039,99.2,0.2,2292483,3750,14197,2600,0.6,0.1,6138694,6845,301741,9385,4.9,0.2,1526653,3763,1487367,5474,97.4,0.2,2292483,3750,986140,17651,43.0,0.8,6138694,6845,687105,14924,11.2,0.2,1526653,3763,191940,6712,12.6,0.4,2292483,3750,5468,1707,0.2,0.1,6138694,6845,140137,6459,2.3,0.1,1526653,3763,143293,4730,9.4,0.3
0400000US38,38,North Dakota,741486,1317,193110,5963,26.0,0.8,(X),(X),80225,5159,10.8,0.7,(X),(X),22439,1746,3.0,0.2,(X),(X),55530,4756,7.5,0.6,(X),(X),2256,867,0.3,0.1,116168,7436,64570,5215,55.6,3.4,610888,7284,126774,4879,20.8,0.8,283202,5048,22410,2155,7.9,0.7,272972,4869,13240,1637,4.9,0.6,10230,1326,9170,1336,89.6,3.7,65593,1900,16197,1886,24.7,2.6,108537,2035,21679,2722,20.0,2.4,84081,2247,7530,1715,9.0,2.0,113128,2774,12634,2205,11.2,1.9,84723,2002,9972,1607,11.8,1.9,86639,1618,10307,1467,11.9,1.7,94885,1144,13086,1518,13.8,1.6,58309,834,56626,935,97.1,0.8,45591,584,45079,659,98.9,0.9,174130,1261,1226,657,0.7,0.4,463456,1958,13173,1751,2.8,0.4,103900,965,101581,1119,97.8,0.6,174130,1261,37258,3183,21.4,1.8,463456,1958,39264,3402,8.5,0.7,103900,965,9366,1307,9.0,1.2,174130,1261,310,349,0.2,0.2,463456,1958,8772,1573,1.9,0.3,103900,965,12007,1051,11.6,1.0
0400000US39,39,Ohio,11439848,1446,4304733,35968,37.6,0.3,(X),(X),2566725,36828,22.4,0.3,(X),(X),645282,13285,5.6,0.1,(X),(X),1890954,32884,16.5,0.3,(X),(X),30489,2996,0.3,0.1,2373051,37261,1708441,32376,72.0,0.8,8906015,36645,2557825,28853,28.7,0.3,3856407,19569,426842,12607,11.1,0.3,3712496,18445,309160,10812,8.3,0.3,143911,5574,117682,5152,81.8,1.5,825806,6325,361622,10046,43.8,1.2,1780191,6542,648933,14334,36.5,0.8,1067864,4446,234026,7873,21.9,0.7,1466829,4752,356357,10094,24.3,0.7,1357039,5614,294171,10169,21.7,0.8,1531495,4471,286135,7912,18.7,0.5,1595079,3632,363973,8113,22.8,0.5,1062886,3374,1017628,4470,95.7,0.3,752659,3118,741888,3115,98.6,0.2,2605997,2753,18935,2864,0.7,0.1,7018306,4171,312419,9245,4.5,0.1,1815545,3583,1757101,4762,96.8,0.2,2605997,2753,999223,21064,38.3,0.8,7018306,4171,1269695,19267,18.1,0.3,1815545,3583,176061,6356,9.7,0.4,2605997,2753,3182,1136,0.1,0.1,7018306,4171,109262,5332,1.6,0.1,1815545,3583,150953,4895,8.3,0.3
0400000US40,40,Oklahoma,3845697,1477,1329245,13559,34.6,0.4,(X),(X),760454,13234,19.8,0.3,(X),(X),220346,6291,5.7,0.2,(X),(X),520607,12754,13.5,0.3,(X),(X),19501,2817,0.5,0.1,944124,19003,519187,14596,55.0,0.9,2856821,19194,799247,10077,28.0,0.3,1273058,10785,117177,4702,9.2,0.4,1216855,10868,68533,4294,5.6,0.4,56203,2710,48644,2303,86.6,1.7,317580,3036,163335,4404,51.4,1.2,642270,3294,277162,7192,43.2,1.1,376294,3912,51302,3521,13.6,0.9,519542,4245,66418,3883,12.8,0.8,465528,3183,58667,3255,12.6,0.7,472715,3105,60594,3713,12.8,0.8,482597,2295,98379,3665,20.4,0.8,337831,2088,324951,2224,96.2,0.4,231340,1751,228437,2019,98.7,0.4,959850,1318,21808,2909,2.3,0.3,2316676,2768,111556,3913,4.8,0.2,569171,2061,552242,2475,97.0,0.3,959850,1318,421353,9435,43.9,1.0,2316676,2768,212307,6569,9.2,0.3,569171,2061,64663,3508,11.4,0.6,959850,1318,1587,662,0.2,0.1,2316676,2768,59637,3267,2.6,0.1,569171,2061,67479,2991,11.9,0.5
0400000US41,41,Oregon,4054353,734,1613858,21287,39.8,0.5,(X),(X),921787,20244,22.7,0.5,(X),(X),204120,7028,5.0,0.2,(X),(X),701859,19641,17.3,0.5,(X),(X),15808,2207,0.4,0.1,823663,24169,577116,21357,70.1,1.3,3190345,24245,1023707,18538,32.1,0.5,1278571,13878,168200,6939,13.2,0.5,1229577,13485,129291,6099,10.5,0.5,48994,3240,38909,3083,79.4,3.1,281174,4100,128844,6853,45.8,2.1,585411,4417,227150,8439,38.8,1.4,363899,3201,93988,5466,25.8,1.5,565479,4402,145708,6790,25.8,1.2,526294,3237,116315,7026,22.1,1.3,509646,3938,102176,5261,20.0,1.0,543742,2122,144171,5361,26.5,1.0,412958,2684,393673,3211,95.3,0.6,265750,1587,261833,1940,98.5,0.4,866585,1799,2943,1014,0.3,0.1,2509060,2878,95614,5480,3.8,0.2,678708,2505,654219,3639,96.4,0.5,866585,1799,353694,10867,40.8,1.2,2509060,2878,513072,14859,20.4,0.6,678708,2505,79786,4069,11.8,0.6,866585,1799,2510,1350,0.3,0.2,2509060,2878,56065,3654,2.2,0.1,678708,2505,72377,3452,10.7,0.5
0400000US42,42,Pennsylvania,12579422,1164,4580167,31485,36.4,0.3,(X),(X),2388218,32594,19.0,0.3,(X),(X),599213,12193,4.8,0.1,(X),(X),1767558,30589,14.1,0.2,(X),(X),21447,2739,0.2,0.1,2334675,34233,1619831,26261,69.4,0.6,10027833,34627,2925468,27041,29.2,0.2,4286329,26498,401342,9268,9.4,0.2,4117590,25550,265165,8087,6.4,0.2,168739,4363,136177,4054,80.7,1.5,853139,6928,351717,10178,41.2,1.1,1813562,6909,662567,12578,36.5,0.7,1171839,4015,224339,8011,19.1,0.7,1638538,5670,326474,9902,19.9,0.6,1453211,5223,261271,8459,18.0,0.6,1716592,4480,302576,8911,17.6,0.5,1792250,2658,373972,8399,20.9,0.5,1224219,3319,1172857,4071,95.8,0.3,916072,2998,904394,3213,98.7,0.2,2666701,2241,12270,1936,0.5,0.1,7772430,3892,333326,9572,4.3,0.1,2140291,3678,2074577,4505,96.9,0.2,2666701,2241,1008980,17921,37.8,0.7,7772430,3892,1236857,20431,15.9,0.3,2140291,3678,260200,6374,12.2,0.3,2666701,2241,2700,885,0.1,0.1,7772430,3892,99977,5575,1.3,0.1,2140291,3678,173827,4808,8.1,0.2
0400000US44,44,Rhode Island,1040259,649,388684,10323,37.4,1.0,(X),(X),212010,9879,20.4,1.0,(X),(X),54279,3877,5.2,0.4,(X),(X),155701,9490,15.0,0.9,(X),(X),2030,682,0.2,0.1,188965,10328,139219,9477,73.7,2.6,825023,10451,246768,8303,29.9,1.0,353114,8473,39678,3038,11.2,0.9,338909,8133,28486,2779,8.4,0.8,14205,1438,11192,1279,78.8,5.1,65592,1984,28564,2795,43.5,4.1,142676,1978,50149,3495,35.1,2.4,112305,1248,19830,2489,17.7,2.2,140129,2022,31918,2826,22.8,2.0,120884,1745,26435,2896,21.9,2.4,145569,1183,33234,2921,22.8,2.0,146589,1150,37273,3052,25.4,2.1,95823,916,91168,1446,95.1,1.1,70692,1117,70113,1079,99.2,0.6,208268,608,2035,1003,1.0,0.5,665476,1433,34090,3057,5.1,0.5,166515,995,161073,1439,96.7,0.7,208268,608,77646,4697,37.3,2.3,665476,1433,126456,6805,19.0,1.0,166515,995,25957,2279,15.6,1.4,208268,608,0,208,0.0,0.1,665476,1433,9302,1573,1.4,0.2,166515,995,14069,1525,8.4,0.9
0400000US45,45,South Carolina,4861188,2481,1810635,20960,37.2,0.4,(X),(X),992936,18933,20.4,0.4,(X),(X),279089,8967,5.7,0.2,(X),(X),693486,18330,14.3,0.4,(X),(X),20361,2811,0.4,0.1,1096611,24683,663773,17636,60.5,1.1,3704404,24742,1131456,17091,30.5,0.4,1591728,17865,155742,6188,9.8,0.4,1524505,18056,98063,5623,6.4,0.4,67223,3535,57679,3373,85.8,2.2,347584,5630,174907,6821,50.3,1.7,749801,5954,320762,9811,42.8,1.2,446993,5184,70965,5305,15.9,1.2,623542,7346,107983,5617,17.3,0.9,594468,6725,87415,5303,14.7,0.9,634706,5729,97698,5453,15.4,0.8,651796,2301,156217,6375,24.0,1.0,510857,2406,495638,3297,97.0,0.4,301441,2363,299050,2303,99.2,0.3,1097385,1514,4514,1323,0.4,0.1,2951505,3236,156644,6972,5.3,0.2,812298,2200,793851,3156,97.7,0.3,1097385,1514,491028,12038,44.7,1.1,2951505,3236,369617,12375,12.5,0.4,812298,2200,105211,4554,13.0,0.6,1097385,1514,2100,1070,0.2,0.1,2951505,3236,74670,4821,2.5,0.2,812298,2200,81919,3974,10.1,0.5
0400000US46,46,South Dakota,848774,457,263070,7117,31.0,0.8,(X),(X),131147,6638,15.5,0.8,(X),(X),39827,3045,4.7,0.4,(X),(X),87963,5739,10.4,0.7,(X),(X),3357,1074,0.4,0.1,165049,8704,92113,6647,55.8,2.4,670880,8668,169182,6531,25.2,0.9,312785,5287,27427,2359,8.8,0.7,297380,5099,13561,1810,4.6,0.6,15405,1405,13866,1359,90.0,3.3,73828,2202,28261,2282,38.3,2.7,139153,2289,44844,3211,32.2,2.3,83606,1952,8869,1382,10.6,1.6,108112,2575,11428,1682,10.6,1.5,96785,1681,11681,1564,12.1,1.6,100696,1571,13110,1820,13.0,1.7,115720,1524,16983,1717,14.7,1.5,76024,1009,73617,986,96.8,1.0,54850,666,54277,705,99.0,0.5,212981,1327,1133,609,0.5,0.3,504919,1531,18327,2649,3.6,0.5,130874,1022,127710,1081,97.6,0.7,212981,1327,72080,4592,33.8,2.1,504919,1531,39762,3651,7.9,0.7,130874,1022,13608,1577,10.4,1.2,212981,1327,401,433,0.2,0.2,504919,1531,14502,1582,2.9,0.3,130874,1022,17209,1647,13.1,1.3
0400000US47,47,Tennessee,6546914,2577,2441668,25499,37.3,0.4,(X),(X),1425824,24705,21.8,0.4,(X),(X),383664,7559,5.9,0.1,(X),(X),1019300,23278,15.6,0.4,(X),(X),22860,2933,0.3,0.1,1508460,26917,954971,21656,63.3,0.9,4961706,27366,1467598,23329,29.6,0.4,2171591,15099,231289,8890,10.7,0.4,2082445,14533,155773,7599,7.5,0.4,89146,4780,75516,4586,84.7,2.2,483831,6009,239058,8174,49.4,1.5,1017071,6510,419095,12081,41.2,1.2,607361,4876,127400,6080,21.0,1.0,861535,5443,165156,6969,19.2,0.8,818516,5405,145881,6416,17.8,0.8,883744,4540,145961,7163,16.5,0.8,858429,3059,209743,6121,24.4,0.7,620282,3334,596395,4199,96.1,0.4,396145,2217,392979,2449,99.2,0.2,1500902,3157,7604,2209,0.5,0.1,4029585,4481,206564,7820,5.1,0.2,1016427,2922,987816,3804,97.2,0.3,1500902,3157,653205,14800,43.5,1.0,4029585,4481,623550,14153,15.5,0.4,1016427,2922,134317,5324,13.2,0.5,1500902,3157,2130,1142,0.1,0.1,4029585,4481,81568,4219,2.0,0.1,1016427,2922,88840,3952,8.7,0.4
0400000US48,48,Texas,27386023,4419,7987192,57041,29.2,0.2,(X),(X),5042049,55339,18.4,0.2,(X),(X),1221343,19209,4.5,0.1,(X),(X),3725983,53256,13.6,0.2,(X),(X),94723,7007,0.3,0.1,6373264,73833,3188868,47723,50.0,0.5,20804155,73690,4749969,37933,22.8,0.2,9496567,43730,674931,12542,7.1,0.1,9140158,41466,386118,12380,4.2,0.1,356409,9983,288813,8113,81.0,1.1,2393157,12686,1124120,18439,47.0,0.7,4888876,12604,1893915,31031,38.7,0.6,2721323,10765,291159,10736,10.7,0.4,3946139,11782,369279,11896,9.4,0.3,3658559,9051,325223,11431,8.9,0.3,3443134,8735,367189,13202,10.7,0.4,3074728,5260,522417,12762,17.0,0.4,1987538,5449,1852650,8400,93.2,0.3,1272569,4641,1241240,4937,97.5,0.2,7282033,3796,29759,3362,0.4,0.1,16843883,6944,502216,14826,3.0,0.1,3260107,5022,3088281,9662,94.7,0.2,7282033,3796,2994206,39472,41.1,0.5,16843883,6944,1334154,29102,7.9,0.2,3260107,5022,463397,11058,14.2,0.3,7282033,3796,10915,2292,0.1,0.1,16843883,6944,307325,10364,1.8,0.1,3260107,5022,284568,8142,8.7,0.2
0400000US49,49,Utah,3024767,1289,651244,12211,21.5,0.4,(X),(X),343482,11892,11.4,0.4,(X),(X),105439,4544,3.5,0.2,(X),(X),232916,10743,7.7,0.4,(X),(X),5127,1049,0.2,0.1,505478,20557,210600,11239,41.7,1.8,2493682,20603,435382,9370,17.5,0.4,964260,10977,55193,3019,5.7,0.3,933580,10913,31223,2548,3.3,0.3,30680,2251,23970,1964,78.1,3.4,304872,3661,70812,4712,23.2,1.5,614099,3736,112874,5679,18.4,0.9,343027,3205,24820,2698,7.2,0.8,441942,2998,42536,3431,9.6,0.8,405250,2521,31951,2974,7.9,0.7,309375,2790,28433,2883,9.2,0.9,290242,1980,36835,3163,12.7,1.1,188867,1472,177781,2138,94.1,0.8,127093,1509,125202,1639,98.5,0.5,918971,1129,1626,704,0.2,0.1,1789836,2375,40909,3414,2.3,0.2,315960,1771,302307,2359,95.7,0.5,918971,1129,182302,8114,19.8,0.9,1789836,2375,127645,6276,7.1,0.3,315960,1771,31615,2580,10.0,0.8,918971,1129,269,216,0.0,0.1,1789836,2375,18886,2244,1.1,0.1,315960,1771,26370,2404,8.3,0.8
0400000US50,50,Vermont,618622,345,264326,7400,42.7,1.2,(X),(X),151701,7145,24.5,1.2,(X),(X),31187,2229,5.0,0.4,(X),(X),118831,6833,19.2,1.1,(X),(X),1683,499,0.3,0.1,109652,6012,89784,6067,81.9,2.3,489937,6121,171582,5732,35.0,1.2,221291,4174,33516,2720,15.1,1.2,210544,3941,24814,2504,11.8,1.2,10747,1261,8702,1217,81.0,5.1,36447,1035,19894,1628,54.6,4.3,81904,1268,36379,2697,44.4,3.3,65966,1130,14993,1914,22.7,2.8,71178,1471,21584,2145,30.3,2.9,69733,1287,18315,1916,26.3,2.6,86573,1019,20427,1894,23.6,2.0,96012,941,25073,2379,26.1,2.4,68466,717,65522,936,95.7,1.0,42343,427,42139,487,99.5,0.5,118351,1005,418,258,0.4,0.2,389462,1347,18855,1912,4.8,0.5,110809,771,107460,1056,97.0,0.7,118351,1005,56113,3550,47.4,3.0,389462,1347,89673,5228,23.0,1.3,110809,771,16074,1558,14.5,1.4,118351,1005,121,108,0.1,0.1,389462,1347,5851,1027,1.5,0.3,110809,771,8987,980,8.1,0.9
0400000US51,51,Virginia,8199576,4534,2251910,21833,27.5,0.3,(X),(X),1072479,21224,13.1,0.3,(X),(X),350697,8618,4.3,0.1,(X),(X),688713,19519,8.4,0.2,(X),(X),33069,4597,0.4,0.1,1339861,30688,695107,19929,51.9,0.9,6743455,30808,1538387,17592,22.8,0.2,2951518,18163,233236,6854,7.9,0.2,2831842,17464,134218,6511,4.7,0.2,119676,4345,99018,4196,82.7,1.5,601522,5604,182188,7840,30.3,1.3,1263330,5921,328493,10035,26.0,0.8,773317,6174,74074,4708,9.6,0.6,1092963,7154,113866,5810,10.4,0.5,1053758,6928,102296,4517,9.7,0.4,1142425,5972,124878,4751,10.9,0.4,1071545,3956,175542,5773,16.4,0.5,731913,3199,690148,3846,94.3,0.4,468803,3192,460425,3120,98.2,0.3,1864852,3059,13672,3132,0.7,0.2,5134008,6140,174894,6428,3.4,0.1,1200716,3962,1149157,4787,95.7,0.3,1864852,3059,494971,13529,26.5,0.7,5134008,6140,353307,10681,6.9,0.2,1200716,3962,102714,4983,8.6,0.4,1864852,3059,8503,1834,0.5,0.1,5134008,6140,138458,6936,2.7,0.1,1200716,3962,93429,3529,7.8,0.3
0400000US53,53,Washington,7184110,3147,2568370,24331,35.8,0.3,(X),(X),1461212,23752,20.3,0.3,(X),(X),310894,10345,4.3,0.1,(X),(X),1128894,24767,15.7,0.3,(X),(X),21424,3279,0.3,0.1,1204906,28349,818005,22574,67.9,1.0,5918482,28967,1731522,22036,29.3,0.3,2407473,17561,259394,9252,10.8,0.4,2318173,16927,189294,8347,8.2,0.4,89300,4161,70100,3698,78.5,1.9,536605,4990,221999,6543,41.4,1.2,1090699,5188,427162,12488,39.2,1.1,638382,3926,145273,5561,22.8,0.9,1045372,5400,215461,6627,20.6,0.6,927914,4547,167668,7910,18.1,0.9,943202,3682,168178,6631,17.8,0.7,942778,2590,204749,6204,21.7,0.7,649967,2737,614021,3763,94.5,0.5,409191,2201,403859,2374,98.7,0.3,1627304,1895,7121,3039,0.4,0.2,4497648,4372,154126,7551,3.4,0.2,1059158,2844,1016238,4436,95.9,0.3,1627304,1895,643170,15283,39.5,0.9,4497648,4372,747307,14981,16.6,0.3,1059158,2844,128514,6234,12.1,0.6,1627304,1895,2756,1106,0.2,0.1,4497648,4372,100287,6330,2.2,0.1,1059158,2844,89604,4082,8.5,0.4
0400000US54,54,West Virginia,1802572,374,871749,13436,48.4,0.7,(X),(X),506074,13756,28.1,0.8,(X),(X),107198,4781,5.9,0.3,(X),(X),390409,13121,21.7,0.7,(X),(X),8467,1695,0.5,0.1,468486,16556,367985,15012,78.5,1.3,1310601,16561,495250,10611,37.8,0.7,527178,8327,75025,4408,14.2,0.8,503034,8306,55256,4214,11.0,0.8,24144,2325,19769,2134,81.9,4.3,120472,2715,66168,4006,54.9,3.0,255318,2749,126090,5863,49.4,2.2,160498,2435,49838,3319,31.1,2.0,209713,2392,72853,4347,34.7,2.0,217754,2045,62706,3275,28.8,1.5,240045,1855,73371,4520,30.6,1.9,263434,1517,92252,4172,35.0,1.6,202894,1598,196560,2126,96.9,0.7,132444,1249,131911,1284,99.6,0.2,375790,1804,2510,1113,0.7,0.3,1091444,2259,82548,5470,7.6,0.5,335338,1692,328180,2223,97.9,0.4,375790,1804,190653,7823,50.7,2.0,1091444,2259,288120,8794,26.4,0.8,335338,1692,41177,3029,12.3,0.9,375790,1804,463,284,0.1,0.1,1091444,2259,26712,2656,2.4,0.2,335338,1692,38377,2733,11.4,0.8
